country_code,Year,Total_AI_Investment_USD(MM),GDP_USD(MM),AI_Adoption_Rate,Company,AI_Investment_USD(MM),Return_from_AI_USD(MM),Industry_Code
KOR,2023,4688,1709222,0.47,LG Electronics,469,586,ELEC
KOR,2023,4688,1709222,0.47,SK Hynix,547,656,TECH
KOR,2023,4688,1709222,0.47,Hyundai,391,508,AUTO
KOR,2023,4688,1709222,0.47,POSCO,235,282,MFG
KOR,2023,4688,1709222,0.47,Kia Motors,294,353,AUTO
KOR,2023,4688,1709222,0.47,Samsung SDI,371,445,ELEC
KOR,2023,4688,1709222,0.47,SK Telecom,274,329,TELE
KOR,2023,4688,1709222,0.47,Naver,333,433,TECH
KOR,2023,4688,1709222,0.47,Shinhan Financial,195,234,FIN
KOR,2024,5859,1794683,0.52,Samsung,1295,1748,TECH
KOR,2024,5859,1794683,0.52,LG Electronics,586,733,ELEC
KOR,2024,5859,1794683,0.52,SK Hynix,684,821,TECH
KOR,2024,5859,1794683,0.52,Hyundai,489,636,AUTO
KOR,2024,5859,1794683,0.52,POSCO,294,353,MFG
KOR,2024,5859,1794683,0.52,Kia Motors,368,442,AUTO
KOR,2024,5859,1794683,0.52,Samsung SDI,464,557,ELEC
KOR,2024,5859,1794683,0.52,SK Telecom,342,410,TELE
KOR,2024,5859,1794683,0.52,Naver,416,541,TECH
KOR,2024,5859,1794683,0.52,Shinhan Financial,244,293,FIN
BRA,2020,800,1448565,0.19,Petrobras,60,72,ENER
BRA,2020,800,1448565,0.19,Itaú Unibanco,50,58,FIN
BRA,2020,800,1448565,0.19,Vale,70,84,MINE
BRA,2020,800,1448565,0.19,Embraer,40,46,AERO
BRA,2020,800,1448565,0.19,B3,30,35,FIN
BRA,2020,800,1448565,0.19,Bradesco,45,52,FIN
BRA,2020,800,1448565,0.19,Banco do Brasil,35,40,FIN
BRA,2020,800,1448565,0.19,Ambev,25,29,FOOD
BRA,2020,800,1448565,0.19,JBS,20,24,FOOD
BRA,2020,800,1448565,0.19,Magazine Luiza,35,42,RETAIL
BRA,2021,1000,1608981,0.22,Petrobras,75,90,ENER
BRA,2021,1000,1608981,0.22,Itaú Unibanco,63,72,FIN
BRA,2021,1000,1608981,0.22,Vale,88,106,MINE
BRA,2021,1000,1608981,0.22,Embraer,50,58,AERO
BRA,2021,1000,1608981,0.22,B3,38,44,FIN
BRA,2021,1000,1608981,0.22,Bradesco,56,64,FIN
BRA,2021,1000,1608981,0.22,Banco do Brasil,44,51,FIN
BRA,2021,1000,1608981,0.22,Ambev,31,36,FOOD
BRA,2021,1000,1608981,0.22,JBS,25,30,FOOD
BRA,2021,1000,1608981,0.22,Magazine Luiza,44,53,RETAIL
BRA,2022,1250,1920095,0.24,Petrobras,94,113,ENER
BRA,2022,1250,1920095,0.24,Itaú Unibanco,79,91,FIN
BRA,2022,1250,1920095,0.24,Vale,110,132,MINE
BRA,2022,1250,1920095,0.24,Embraer,63,72,AERO
BRA,2022,1250,1920095,0.24,B3,48,55,FIN
BRA,2022,1250,1920095,0.24,Bradesco,70,81,FIN
BRA,2022,1250,1920095,0.24,Banco do Brasil,55,63,FIN
BRA,2022,1250,1920095,0.24,Ambev,39,45,FOOD
BRA,2022,1250,1920095,0.24,JBS,31,37,FOOD
BRA,2022,1250,1920095,0.24,Magazine Luiza,55,66,RETAIL
BRA,2023,1563,2132304,0.27,Petrobras,118,142,ENER
BRA,2023,1563,2132304,0.27,Itaú Unibanco,99,114,FIN
BRA,2023,1563,2132304,0.27,Vale,138,166,MINE
BRA,2023,1563,2132304,0.27,Embraer,79,91,AERO
BRA,2023,1563,2132304,0.27,B3,60,69,FIN
BRA,2023,1563,2132304,0.27,Bradesco,88,101,FIN
BRA,2023,1563,2132304,0.27,Banco do Brasil,69,79,FIN
BRA,2023,1563,2132304,0.27,Ambev,49,56,FOOD
BRA,2023,1563,2132304,0.27,JBS,39,45,FOOD
BRA,2023,1563,2132304,0.27,Magazine Luiza,69,83,RETAIL
BRA,2024,1953,2238919,0.30,Petrobras,148,178,ENER
BRA,2024,1953,2238919,0.30,Itaú Unibanco,124,143,FIN
BRA,2024,1953,2238919,0.30,Vale,173,208,MINE
BRA,2024,1953,2238919,0.30,Embraer,99,114,AERO
BRA,2024,1953,2238919,0.30,B3,75,86,FIN
BRA,2024,1953,2238919,0.30,Bradesco,110,127,FIN
BRA,2024,1953,2238919,0.30,Banco do Brasil,86,99,FIN
BRA,2024,1953,2238919,0.30,Ambev,61,70,FOOD
BRA,2024,1953,2238919,0.30,JBS,49,59,FOOD
BRA,2024,1953,2238919,0.30,Magazine Luiza,86,103,RETAIL
AUS,2020,1400,1330901,0.29,Commonwealth Bank,90,117,FIN
AUS,2020,1400,1330901,0.29,BHP,110,132,MINE
AUS,2020,1400,1330901,0.29,Telstra,70,84,TELE
AUS,2020,1400,1330901,0.29,Woodside Energy,50,60,ENER
AUS,2020,1400,1330901,0.29,CSL,80,104,PHARM
AUS,2020,1400,1330901,0.29,NAB,65,78,FIN
AUS,2020,1400,1330901,0.29,Westpac,60,72,FIN
AUS,2020,1400,1330901,0.29,Woolworths,45,54,RETAIL
AUS,2020,1400,1330901,0.29,Rio Tinto,95,114,MINE
AUS,2020,1400,1330901,0.29,ANZ,55,71,FIN
AUS,2021,1750,1543551,0.33,Commonwealth Bank,115,150,FIN
AUS,2021,1750,1543551,0.33,BHP,135,162,MINE
AUS,2021,1750,1543551,0.33,Telstra,90,108,TELE
AUS,2021,1750,1543551,0.33,Woodside Energy,65,78,ENER
AUS,2021,1750,1543551,0.33,CSL,105,137,PHARM
AUS,2021,1750,1543551,0.33,NAB,85,102,FIN
AUS,2021,1750,1543551,0.33,Westpac,80,96,FIN
AUS,2021,1750,1543551,0.33,Woolworths,60,72,RETAIL
AUS,2021,1750,1543551,0.33,Rio Tinto,120,144,MINE
AUS,2021,1750,1543551,0.33,ANZ,75,98,FIN
AUS,2022,2188,1675418,0.37,Commonwealth Bank,145,189,FIN
AUS,2022,2188,1675418,0.37,BHP,170,204,MINE
AUS,2022,2188,1675418,0.37,Telstra,115,138,TELE
AUS,2022,2188,1675418,0.37,Woodside Energy,85,102,ENER
AUS,2022,2188,1675418,0.37,CSL,130,169,PHARM
AUS,2022,2188,1675418,0.37,NAB,105,126,FIN
AUS,2022,2188,1675418,0.37,Westpac,100,120,FIN
AUS,2022,2188,1675418,0.37,Woolworths,75,90,RETAIL
AUS,2022,2188,1675418,0.37,Rio Tinto,150,180,MINE
AUS,2022,2188,1675418,0.37,ANZ,95,124,FIN
AUS,2023,2734,1818453,0.41,Commonwealth Bank,180,234,FIN
AUS,2023,2734,1818453,0.41,BHP,210,252,MINE
AUS,2023,2734,1818453,0.41,Telstra,145,174,TELE
AUS,2023,2734,1818453,0.41,Woodside Energy,105,126,ENER
AUS,2023,2734,1818453,0.41,CSL,165,215,PHARM
AUS,2023,2734,1818453,0.41,NAB,130,156,FIN
AUS,2023,2734,1818453,0.41,Westpac,125,150,FIN
AUS,2023,2734,1818453,0.41,Woolworths,95,114,RETAIL
AUS,2023,2734,1818453,0.41,Rio Tinto,185,222,MINE
AUS,2023,2734,1818453,0.41,ANZ,120,156,FIN
AUS,2024,3418,1909376,0.45,Commonwealth Bank,225,293,FIN
AUS,2024,3418,1909376,0.45,BHP,265,318,MINE
AUS,2024,3418,1909376,0.45,Telstra,180,216,TELE
AUS,2024,3418,1909376,0.45,Woodside Energy,130,156,ENER
AUS,2024,3418,1909376,0.45,CSL,205,267,PHARM
AUS,2024,3418,1909376,0.45,NAB,165,198,FIN
AUS,2024,3418,1909376,0.45,Westpac,155,186,FIN
AUS,2024,3418,1909376,0.45,Woolworths,120,144,RETAIL
AUS,2024,3418,1909376,0.45,Rio Tinto,230,276,MINE
AUS,2024,3418,1909376,0.45,ANZ,150,195,FIN
RUS,2020,600,1483497,0.17,Sberbank,40,48,FIN
RUS,2020,600,1483497,0.17,Gazprom,50,55,ENER
RUS,2020,600,1483497,0.17,Yandex,60,72,TECH
RUS,2020,600,1483497,0.17,Lukoil,30,33,ENER
RUS,2020,600,1483497,0.17,Rosneft,35,40,ENER
RUS,2020,600,1483497,0.17,VTB Bank,25,28,FIN
RUS,2020,600,1483497,0.17,Norilsk Nickel,45,50,METAL
RUS,2020,600,1483497,0.17,Magnit,20,22,RETAIL
RUS,2020,600,1483497,0.17,Rostelecom,28,31,TELE
RUS,2020,600,1483497,0.17,Mail.ru Group,55,66,TECH
RUS,2021,750,1775800,0.20,Sberbank,52,62,FIN
RUS,2021,750,1775800,0.20,Gazprom,65,72,ENER
RUS,2021,750,1775800,0.20,Yandex,75,90,TECH
RUS,2021,750,1775800,0.20,Lukoil,40,44,ENER
RUS,2021,750,1775800,0.20,Rosneft,45,52,ENER
RUS,2021,750,1775800,0.20,VTB Bank,32,35,FIN
RUS,2021,750,1775800,0.20,Norilsk Nickel,58,64,METAL
RUS,2021,750,1775800,0.20,Magnit,26,29,RETAIL
RUS,2021,750,1775800,0.20,Rostelecom,35,39,TELE
RUS,2021,750,1775800,0.20,Mail.ru Group,70,84,TECH
RUS,2022,938,2133388,0.22,Sberbank,65,78,FIN
RUS,2022,938,2133388,0.22,Gazprom,80,88,ENER
RUS,2022,938,2133388,0.22,Yandex,95,114,TECH
RUS,2022,938,2133388,0.22,Lukoil,50,55,ENER
RUS,2022,938,2133388,0.22,Rosneft,55,63,ENER
RUS,2022,938,2133388,0.22,VTB Bank,40,44,FIN
RUS,2022,938,2133388,0.22,Norilsk Nickel,72,79,METAL
RUS,2022,938,2133388,0.22,Magnit,33,36,RETAIL
RUS,2022,938,2133388,0.22,Rostelecom,44,48,TELE
RUS,2022,938,2133388,0.22,Mail.ru Group,88,106,TECH
RUS,2023,1172,1862900,0.24,Sberbank,82,98,FIN
RUS,2023,1172,1862900,0.24,Gazprom,100,110,ENER
RUS,2023,1172,1862900,0.24,Yandex,120,144,TECH
RUS,2023,1172,1862900,0.24,Lukoil,63,69,ENER
RUS,2023,1172,1862900,0.24,Rosneft,68,78,ENER
RUS,2023,1172,1862900,0.24,VTB Bank,50,55,FIN
RUS,2023,1172,1862900,0.24,Norilsk Nickel,90,99,METAL
RUS,2023,1172,1862900,0.24,Magnit,41,45,RETAIL
RUS,2023,1172,1862900,0.24,Rostelecom,55,61,TELE
RUS,2023,1172,1862900,0.24,Mail.ru Group,110,132,TECH
RUS,2024,1465,1956045,0.26,Sberbank,102,122,FIN
RUS,2024,1465,1956045,0.26,Gazprom,125,138,ENER
RUS,2024,1465,1956045,0.26,Yandex,150,180,TECH
RUS,2024,1465,1956045,0.26,Lukoil,78,86,ENER
RUS,2024,1465,1956045,0.26,Rosneft,85,98,ENER
RUS,2024,1465,1956045,0.26,VTB Bank,63,69,FIN
RUS,2024,1465,1956045,0.26,Norilsk Nickel,113,124,METAL
RUS,2024,1465,1956045,0.26,Magnit,51,56,RETAIL
RUS,2024,1465,1956045,0.26,Rostelecom,69,76,TELE
RUS,2024,1465,1956045,0.26,Mail.ru Group,138,166,TECH
MEX,2020,400,1087133,0.15,FEMSA,20,22,CONS
MEX,2020,400,1087133,0.15,América Móvil,30,35,TELE
MEX,2020,400,1087133,0.15,Cemex,25,28,MFG
MEX,2020,400,1087133,0.15,Grupo Bimbo,18,20,FOOD
MEX,2020,400,1087133,0.15,Banorte,22,24,FIN
MEX,2020,400,1087133,0.15,Grupo Mexico,16,18,MINE
MEX,2020,400,1087133,0.15,Televisa,15,17,MEDIA
MEX,2020,400,1087133,0.15,Liverpool,12,13,RETAIL
MEX,2020,400,1087133,0.15,Walmart México,28,31,RETAIL
MEX,2020,400,1087133,0.15,BBVA México,24,26,FIN
MEX,2021,500,1295897,0.18,FEMSA,26,29,CONS
MEX,2021,500,1295897,0.18,América Móvil,38,44,TELE
MEX,2021,500,1295897,0.18,Cemex,31,34,MFG
MEX,2021,500,1295897,0.18,Grupo Bimbo,22,24,FOOD
MEX,2021,500,1295897,0.18,Banorte,28,31,FIN
MEX,2021,500,1295897,0.18,Grupo Mexico,20,22,MINE
MEX,2021,500,1295897,0.18,Televisa,19,21,MEDIA
MEX,2021,500,1295897,0.18,Liverpool,15,17,RETAIL
MEX,2021,500,1295897,0.18,Walmart México,35,39,RETAIL
MEX,2021,500,1295897,0.18,BBVA México,30,33,FIN
MEX,2022,625,1414187,0.20,FEMSA,33,36,CONS
MEX,2022,625,1414187,0.20,América Móvil,48,55,TELE
MEX,2022,625,1414187,0.20,Cemex,39,43,MFG
MEX,2022,625,1414187,0.20,Grupo Bimbo,28,31,FOOD
MEX,2022,625,1414187,0.20,Banorte,35,39,FIN
MEX,2022,625,1414187,0.20,Grupo Mexico,25,28,MINE
MEX,2022,625,1414187,0.20,Televisa,24,26,MEDIA
MEX,2022,625,1414187,0.20,Liverpool,19,21,RETAIL
MEX,2022,625,1414187,0.20,Walmart México,44,48,RETAIL
MEX,2022,625,1414187,0.20,BBVA México,38,42,FIN
MEX,2023,781,1593962,0.22,FEMSA,41,45,CONS
MEX,2023,781,1593962,0.22,América Móvil,60,69,TELE
MEX,2023,781,1593962,0.22,Cemex,49,54,MFG
MEX,2023,781,1593962,0.22,Grupo Bimbo,35,39,FOOD
MEX,2023,781,1593962,0.22,Banorte,44,48,FIN
MEX,2023,781,1593962,0.22,Grupo Mexico,31,34,MINE
MEX,2023,781,1593962,0.22,Televisa,30,33,MEDIA
MEX,2023,781,1593962,0.22,Liverpool,24,26,RETAIL
MEX,2023,781,1593962,0.22,Walmart México,55,61,RETAIL
MEX,2023,781,1593962,0.22,BBVA México,47,52,FIN
MEX,2024,977,1673660,0.24,FEMSA,51,56,CONS
MEX,2024,977,1673660,0.24,América Móvil,75,86,TELE
MEX,2024,977,1673660,0.24,Cemex,61,67,MFG
MEX,2024,977,1673660,0.24,Grupo Bimbo,44,48,FOOD
MEX,2024,977,1673660,0.24,Banorte,55,61,FIN
MEX,2024,977,1673660,0.24,Grupo Mexico,39,43,MINE
MEX,2024,977,1673660,0.24,Televisa,38,42,MEDIA
MEX,2024,977,1673660,0.24,Liverpool,30,33,RETAIL
MEX,2024,977,1673660,0.24,Walmart México,69,76,RETAIL
MEX,2024,977,1673660,0.24,BBVA México,59,65,FIN
ZAF,2020,300,335442,0.16,Naspers,18,20,TECH
ZAF,2020,300,335442,0.16,Standard Bank,15,17,FIN
ZAF,2020,300,335442,0.16,MTN Group,12,13,TELE
ZAF,2020,300,335442,0.16,Sasol,10,11,ENER
ZAF,2020,300,335442,0.16,Anglo American,16,18,MINE
ZAF,2020,300,335442,0.16,FirstRand,11,12,FIN
ZAF,2020,300,335442,0.16,Shoprite,9,10,RETAIL
ZAF,2020,300,335442,0.16,Vodacom,13,14,TELE
ZAF,2020,300,335442,0.16,Sanlam,8,9,FIN
ZAF,2020,300,335442,0.16,Discovery,7,8,FIN
ZAF,2021,375,419015,0.19,Naspers,23,25,TECH
ZAF,2021,375,419015,0.19,Standard Bank,19,22,FIN
ZAF,2021,375,419015,0.19,MTN Group,15,17,TELE
ZAF,2021,375,419015,0.19,Sasol,13,14,ENER
ZAF,2021,375,419015,0.19,Anglo American,20,23,MINE
ZAF,2021,375,419015,0.19,FirstRand,14,15,FIN
ZAF,2021,375,419015,0.19,Shoprite,11,12,RETAIL
ZAF,2021,375,419015,0.19,Vodacom,16,18,TELE
ZAF,2021,375,419015,0.19,Sanlam,10,11,FIN
ZAF,2021,375,419015,0.19,Discovery,9,10,FIN
ZAF,2022,469,405869,0.21,Naspers,29,32,TECH
ZAF,2022,469,405869,0.21,Standard Bank,24,28,FIN
ZAF,2022,469,405869,0.21,MTN Group,19,21,TELE
ZAF,2022,469,405869,0.21,Sasol,16,18,ENER
ZAF,2022,469,405869,0.21,Anglo American,25,29,MINE
ZAF,2022,469,405869,0.21,FirstRand,18,20,FIN
ZAF,2022,469,405869,0.21,Shoprite,14,15,RETAIL
ZAF,2022,469,405869,0.21,Vodacom,20,22,TELE
ZAF,2022,469,405869,0.21,Sanlam,13,14,FIN
ZAF,2022,469,405869,0.21,Discovery,11,12,FIN
ZAF,2023,586,380544,0.23,Naspers,36,40,TECH
ZAF,2023,586,380544,0.23,Standard Bank,30,35,FIN
ZAF,2023,586,380544,0.23,MTN Group,24,26,TELE
ZAF,2023,586,380544,0.23,Sasol,20,22,ENER
ZAF,2023,586,380544,0.23,Anglo American,31,36,MINE
ZAF,2023,586,380544,0.23,FirstRand,22,24,FIN
ZAF,2023,586,380544,0.23,Shoprite,18,20,RETAIL
ZAF,2023,586,380544,0.23,Vodacom,25,28,TELE
ZAF,2023,586,380544,0.23,Sanlam,16,18,FIN
ZAF,2023,586,380544,0.23,Discovery,14,15,FIN
ZAF,2024,732,399571,0.25,Naspers,45,50,TECH
ZAF,2024,732,399571,0.25,Standard Bank,38,44,FIN
ZAF,2024,732,399571,0.25,MTN Group,30,33,TELE
ZAF,2024,732,399571,0.25,Sasol,25,28,ENER
ZAF,2024,732,399571,0.25,Anglo American,39,45,MINE
ZAF,2024,732,399571,0.25,FirstRand,28,31,FIN
ZAF,2024,732,399571,0.25,Shoprite,22,24,RETAIL
ZAF,2024,732,399571,0.25,Vodacom,31,34,TELE
ZAF,2024,732,399571,0.25,Sanlam,20,22,FIN
ZAF,2024,732,399571,0.25,Discovery,18,20,FIN
IDN,2020,500,1058424,0.18,Bank Central Asia,12,13,FIN
IDN,2020,500,1058424,0.18,Telkom Indonesia,15,17,TELE
IDN,2020,500,1058424,0.18,Pertamina,18,20,ENER
IDN,2020,500,1058424,0.18,Astra International,14,15,CONG
IDN,2020,500,1058424,0.18,Bank Mandiri,16,18,FIN
IDN,2020,500,1058424,0.18,Bank Rakyat Indonesia,10,11,FIN
IDN,2020,500,1058424,0.18,Unilever Indonesia,9,10,CONS
IDN,2020,500,1058424,0.18,Indofood,8,9,FOOD
IDN,2020,500,1058424,0.18,Bank Negara Indonesia,11,12,FIN
IDN,2020,500,1058424,0.18,Semen Indonesia,7,8,MFG
IDN,2021,625,1186093,0.21,Bank Central Asia,15,17,FIN
IDN,2021,625,1186093,0.21,Telkom Indonesia,19,22,TELE
IDN,2021,625,1186093,0.21,Pertamina,23,25,ENER
IDN,2021,625,1186093,0.21,Astra International,18,20,CONG
IDN,2021,625,1186093,0.21,Bank Mandiri,20,23,FIN
IDN,2021,625,1186093,0.21,Bank Rakyat Indonesia,13,14,FIN
IDN,2021,625,1186093,0.21,Unilever Indonesia,11,12,CONS
IDN,2021,625,1186093,0.21,Indofood,10,11,FOOD
IDN,2021,625,1186093,0.21,Bank Negara Indonesia,14,15,FIN
IDN,2021,625,1186093,0.21,Semen Indonesia,9,10,MFG
IDN,2022,781,1319100,0.23,Bank Central Asia,19,21,FIN
IDN,2022,781,1319100,0.23,Telkom Indonesia,24,28,TELE
IDN,2022,781,1319100,0.23,Pertamina,29,32,ENER
IDN,2022,781,1319100,0.23,Astra International,22,24,CONG
IDN,2022,781,1319100,0.23,Bank Mandiri,25,29,FIN
IDN,2022,781,1319100,0.23,Bank Rakyat Indonesia,16,18,FIN
IDN,2022,781,1319100,0.23,Unilever Indonesia,14,15,CONS
IDN,2022,781,1319100,0.23,Indofood,13,14,FOOD
IDN,2022,781,1319100,0.23,Bank Negara Indonesia,18,20,FIN
IDN,2022,781,1319100,0.23,Semen Indonesia,11,12,MFG
IDN,2023,977,1417388,0.25,Bank Central Asia,24,26,FIN
IDN,2023,977,1417388,0.25,Telkom Indonesia,30,35,TELE
IDN,2023,977,1417388,0.25,Pertamina,36,40,ENER
IDN,2023,977,1417388,0.25,Astra International,28,31,CONG
IDN,2023,977,1417388,0.25,Bank Mandiri,31,36,FIN
IDN,2023,977,1417388,0.25,Bank Rakyat Indonesia,20,22,FIN
IDN,2023,977,1417388,0.25,Unilever Indonesia,18,20,CONS
IDN,2023,977,1417388,0.25,Indofood,16,18,FOOD
IDN,2023,977,1417388,0.25,Bank Negara Indonesia,22,24,FIN
IDN,2023,977,1417388,0.25,Semen Indonesia,14,15,MFG
IDN,2024,1221,1488257,0.28,Bank Central Asia,30,33,FIN
IDN,2024,1221,1488257,0.28,Telkom Indonesia,38,44,TELE
IDN,2024,1221,1488257,0.28,Pertamina,45,50,ENER
IDN,2024,1221,1488257,0.28,Astra International,35,39,CONG
IDN,2024,1221,1488257,0.28,Bank Mandiri,39,45,FIN
IDN,2024,1221,1488257,0.28,Bank Rakyat Indonesia,25,28,FIN
IDN,2024,1221,1488257,0.28,Unilever Indonesia,22,24,CONS
IDN,2024,1221,1488257,0.28,Indofood,20,22,FOOD
IDN,2024,1221,1488257,0.28,Bank Negara Indonesia,28,31,FIN
IDN,2024,1221,1488257,0.28,Semen Indonesia,18,20,MFG
SAU,2020,900,700118,0.20,Saudi Aramco,120,144,ENER
SAU,2020,900,700118,0.20,SABIC,70,81,CHEM
SAU,2020,900,700118,0.20,Saudi Telecom,50,60,TELE
SAU,2020,900,700118,0.20,Al Rajhi Bank,40,46,FIN
SAU,2020,900,700118,0.20,Ma'aden,30,33,MINE
SAU,2020,900,700118,0.20,Saudi Electricity,25,29,UTIL
SAU,2020,900,700118,0.20,National Commercial Bank,38,44,FIN
SAU,2020,900,700118,0.20,SAMBA,22,26,FIN
SAU,2020,900,700118,0.20,Almarai,15,17,FOOD
SAU,2020,900,700118,0.20,Savola Group,20,23,CONS
SAU,2021,1125,833541,0.23,Saudi Aramco,145,174,ENER
SAU,2021,1125,833541,0.23,SABIC,88,101,CHEM
SAU,2021,1125,833541,0.23,Saudi Telecom,63,76,TELE
SAU,2021,1125,833541,0.23,Al Rajhi Bank,52,60,FIN
SAU,2021,1125,833541,0.23,Ma'aden,39,45,MINE
SAU,2021,1125,833541,0.23,Saudi Electricity,32,37,UTIL
SAU,2021,1125,833541,0.23,National Commercial Bank,49,56,FIN
SAU,2021,1125,833541,0.23,SAMBA,29,33,FIN
SAU,2021,1125,833541,0.23,Almarai,20,23,FOOD
SAU,2021,1125,833541,0.23,Savola Group,26,30,CONS
SAU,2022,1406,1010588,0.25,Saudi Aramco,172,206,ENER
SAU,2022,1406,1010588,0.25,SABIC,105,121,CHEM
SAU,2022,1406,1010588,0.25,Saudi Telecom,78,94,TELE
SAU,2022,1406,1010588,0.25,Al Rajhi Bank,65,75,FIN
SAU,2022,1406,1010588,0.25,Ma'aden,49,56,MINE
SAU,2022,1406,1010588,0.25,Saudi Electricity,41,47,UTIL
SAU,2022,1406,1010588,0.25,National Commercial Bank,61,70,FIN
SAU,2022,1406,1010588,0.25,SAMBA,37,43,FIN
SAU,2022,1406,1010588,0.25,Almarai,25,29,FOOD
SAU,2022,1406,1010588,0.25,Savola Group,33,38,CONS
SAU,2023,1758,1108142,0.28,Saudi Aramco,215,258,ENER
SAU,2023,1758,1108142,0.28,SABIC,131,151,CHEM
SAU,2023,1758,1108142,0.28,Saudi Telecom,97,117,TELE
SAU,2023,1758,1108142,0.28,Al Rajhi Bank,82,94,FIN
SAU,2023,1758,1108142,0.28,Ma'aden,62,71,MINE
SAU,2023,1758,1108142,0.28,Saudi Electricity,52,60,UTIL
SAU,2023,1758,1108142,0.28,National Commercial Bank,77,89,FIN
SAU,2023,1758,1108142,0.28,SNB,47,54,FIN
SAU,2023,1758,1108142,0.28,Almarai,32,37,FOOD
SAU,2023,1758,1108142,0.28,Savola Group,42,48,CONS
SAU,2024,2197,1163549,0.31,Saudi Aramco,268,322,ENER
SAU,2024,2197,1163549,0.31,SABIC,163,188,CHEM
SAU,2024,2197,1163549,0.31,Saudi Telecom,121,145,TELE
SAU,2024,2197,1163549,0.31,Al Rajhi Bank,102,117,FIN
SAU,2024,2197,1163549,0.31,Ma'aden,77,89,MINE
SAU,2024,2197,1163549,0.31,Saudi Electricity,65,75,UTIL
SAU,2024,2197,1163549,0.31,SNB,96,110,FIN
SAU,2024,2197,1163549,0.31,Riyad Bank,58,67,FIN
SAU,2024,2197,1163549,0.31,Almarai,40,46,FOOD
SAU,2024,2197,1163549,0.31,Savola Group,52,60,CONS
SWE,2020,1600,541220,0.35,Ericsson,110,143,TECH
SWE,2020,1600,541220,0.35,Volvo,90,117,AUTO
SWE,2020,1600,541220,0.35,Spotify,80,104,TECH
SWE,2020,1600,541220,0.35,H&M,40,46,RETAIL
SWE,2020,1600,541220,0.35,IKEA,60,78,RETAIL
SWE,2020,1600,541220,0.35,Electrolux,55,66,MFG
SWE,2020,1600,541220,0.35,Nordea,45,54,FIN
SWE,2020,1600,541220,0.35,Atlas Copco,65,78,MFG
SWE,2020,1600,541220,0.35,SEB,38,46,FIN
SWE,2020,1600,541220,0.35,Scania,47,56,AUTO
SWE,2021,2000,635664,0.39,Ericsson,135,176,TECH
SWE,2021,2000,635664,0.39,Volvo,115,150,AUTO
SWE,2021,2000,635664,0.39,Spotify,105,137,TECH
SWE,2021,2000,635664,0.39,H&M,55,63,RETAIL
SWE,2021,2000,635664,0.39,IKEA,78,101,RETAIL
SWE,2021,2000,635664,0.39,Electrolux,70,84,MFG
SWE,2021,2000,635664,0.39,Nordea,60,72,FIN
SWE,2021,2000,635664,0.39,Atlas Copco,85,102,MFG
SWE,2021,2000,635664,0.39,SEB,49,59,FIN
SWE,2021,2000,635664,0.39,Scania,59,71,AUTO
SWE,2022,2500,584366,0.43,Ericsson,168,218,TECH
SWE,2022,2500,584366,0.43,Volvo,143,186,AUTO
SWE,2022,2500,584366,0.43,Spotify,131,170,TECH
SWE,2022,2500,584366,0.43,H&M,68,78,RETAIL
SWE,2022,2500,584366,0.43,IKEA,98,127,RETAIL
SWE,2022,2500,584366,0.43,Electrolux,87,104,MFG
SWE,2022,2500,584366,0.43,Nordea,76,91,FIN
SWE,2022,2500,584366,0.43,Atlas Copco,106,127,MFG
SWE,2022,2500,584366,0.43,SEB,62,74,FIN
SWE,2022,2500,584366,0.43,Scania,74,89,AUTO
SWE,2023,3125,606767,0.47,Ericsson,210,273,TECH
SWE,2023,3125,606767,0.47,Volvo,179,233,AUTO
SWE,2023,3125,606767,0.47,Spotify,164,213,TECH
SWE,2023,3125,606767,0.47,H&M,85,98,RETAIL
SWE,2023,3125,606767,0.47,IKEA,122,159,RETAIL
SWE,2023,3125,606767,0.47,Electrolux,109,131,MFG
SWE,2023,3125,606767,0.47,Nordea,95,114,FIN
SWE,2023,3125,606767,0.47,Atlas Copco,133,160,MFG
SWE,2023,3125,606767,0.47,SEB,77,92,FIN
SWE,2023,3125,606767,0.47,Scania,92,110,AUTO
SWE,2024,3906,637105,0.51,Ericsson,263,342,TECH
SWE,2024,3906,637105,0.51,Volvo,224,291,AUTO
SWE,2024,3906,637105,0.51,Spotify,205,267,TECH
SWE,2024,3906,637105,0.51,H&M,106,122,RETAIL
SWE,2024,3906,637105,0.51,IKEA,153,199,RETAIL
SWE,2024,3906,637105,0.51,Electrolux,136,163,MFG
SWE,2024,3906,637105,0.51,Nordea,119,143,FIN
SWE,2024,3906,637105,0.51,Atlas Copco,166,199,MFG
SWE,2024,3906,637105,0.51,SEB,96,115,FIN
SWE,2024,3906,637105,0.51,Scania,115,138,AUTO
SGP,2020,1300,345287,0.34,DBS Bank,70,91,FIN
SGP,2020,1300,345287,0.34,Singapore Airlines,40,48,TRAN
SGP,2020,1300,345287,0.34,Singtel,50,63,TELE
SGP,2020,1300,345287,0.34,Keppel Corporation,30,36,CONG
SGP,2020,1300,345287,0.34,OCBC Bank,45,56,FIN
SGP,2020,1300,345287,0.34,CapitaLand,35,42,REAL
SGP,2020,1300,345287,0.34,UOB,42,50,FIN
SGP,2020,1300,345287,0.34,Wilmar International,28,34,AGRI
SGP,2020,1300,345287,0.34,ST Engineering,33,40,AERO
SGP,2020,1300,345287,0.34,Sembcorp,25,30,UTIL
SGP,2021,1625,397001,0.38,DBS Bank,90,117,FIN
